"Age","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","JobInvolvement","JobSatisfaction","PerformanceRating","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","OverTime","PercentSalaryHike","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition"
25,"Travel_Rarely","Sales",4,"College","Life Sciences","Medium","Female","Medium","Very High","Excellent",2,"Sales Executive","Single",4487,1,"Yes",11,"Medium",0,5,3,"Better",5,4,1,3,"No"
37,"Non-Travel","Research & Development",25,"Doctor","Medical","Medium","Female","High","High","Excellent",2,"Research Scientist","Married",4449,3,"Yes",15,"Low",2,15,2,"Better",13,11,10,7,"No"
31,"Travel_Rarely","Research & Development",1,"College","Life Sciences","Very High","Male","Medium","Low","Excellent",1,"Laboratory Technician","Married",2218,1,"No",12,"High",1,4,3,"Better",4,2,3,2,"No"
39,"Travel_Frequently","Research & Development",1,"Below College","Life Sciences","Medium","Male","High","High","Excellent",5,"Manager","Divorced",19197,1,"Yes",14,"High",1,21,3,"Better",21,8,1,6,"No"
56,"Travel_Frequently","Sales",6,"Bachelor","Life Sciences","High","Female","Very High","Low","Excellent",4,"Sales Executive","Married",13212,9,"No",11,"Very High",3,36,0,"Good",7,7,7,7,"No"
30,"Travel_Rarely","Sales",12,"Bachelor","Technical Degree","Medium","Female","High","High","Excellent",2,"Sales Executive","Single",6577,0,"No",11,"Medium",0,6,6,"Better",5,4,4,4,"No"
41,"Travel_Rarely","Sales",1,"Bachelor","Marketing","Medium","Male","Very High","Low","Excellent",3,"Sales Executive","Married",8392,1,"No",16,"High",1,10,2,"Better",10,7,0,7,"No"
28,"Travel_Rarely","Research & Development",17,"College","Medical","High","Male","High","Low","Excellent",2,"Laboratory Technician","Divorced",4558,1,"No",12,"Very High",1,10,2,"Better",10,0,1,8,"No"
25,"Travel_Rarely","Research & Development",3,"Bachelor","Medical","Low","Male","High","Low","Excellent",1,"Laboratory Technician","Married",4031,5,"No",13,"High",1,6,5,"Better",2,2,0,2,"Yes"
52,"Travel_Rarely","Research & Development",3,"Bachelor","Medical","Very High","Male","Medium","High","Excellent",3,"Manufacturing Director","Married",7969,2,"Yes",14,"High",0,28,4,"Better",5,4,0,4,"No"
45,"Travel_Rarely","Research & Development",10,"College","Life Sciences","Low","Male","High","Very High","Outstanding",1,"Research Scientist","Married",2654,3,"No",21,"Very High",2,8,3,"Good",2,2,0,2,"No"
52,"Travel_Rarely","Research & Development",4,"College","Life Sciences","Very High","Female","High","Very High","Excellent",4,"Manager","Married",16555,2,"No",13,"Very High",0,31,2,"Bad",5,2,1,4,"No"
42,"Travel_Frequently","Research & Development",29,"College","Life Sciences","Low","Female","High","High","Excellent",2,"Research Scientist","Divorced",4556,2,"No",11,"Medium",1,19,3,"Better",5,4,0,2,"No"
30,"Travel_Rarely","Research & Development",2,"Bachelor","Life Sciences","High","Female","Low","Very High","Outstanding",2,"Manufacturing Director","Single",6091,2,"No",20,"High",0,11,2,"Better",5,4,0,2,"No"
60,"Travel_Rarely","Research & Development",7,"Bachelor","Life Sciences","Low","Female","High","Low","Excellent",5,"Manager","Married",19566,5,"No",11,"Very High",0,33,5,"Bad",29,8,11,10,"No"
46,"Travel_Rarely","Research & Development",18,"Bachelor","Medical","High","Female","High","High","Excellent",2,"Manufacturing Director","Divorced",4810,2,"No",14,"High",1,19,5,"Good",10,7,0,8,"No"
42,"Travel_Frequently","Research & Development",28,"Master","Technical Degree","Very High","Female","Medium","Very High","Excellent",2,"Healthcare Representative","Married",4523,0,"No",11,"Very High",3,7,4,"Best",6,5,0,4,"No"
24,"Travel_Rarely","Sales",1,"Below College","Technical Degree","Low","Female","High","Medium","Excellent",1,"Sales Representative","Single",3202,1,"Yes",16,"Medium",0,6,4,"Better",5,3,1,4,"Yes"
34,"Travel_Frequently","Sales",6,"College","Marketing","Very High","Female","Low","High","Excellent",1,"Sales Representative","Divorced",2351,0,"No",16,"Very High",1,3,3,"Good",2,2,1,0,"Yes"
38,"Travel_Frequently","Research & Development",2,"College","Life Sciences","Very High","Male","High","Very High","Outstanding",1,"Laboratory Technician","Married",1702,1,"Yes",23,"High",1,1,3,"Better",1,0,0,0,"No"
40,"Travel_Rarely","Sales",2,"Master","Life Sciences","High","Female","High","High","Excellent",5,"Manager","Married",18041,0,"No",14,"Very High",0,21,2,"Better",20,15,1,12,"No"
26,"Travel_Rarely","Research & Development",23,"Bachelor","Life Sciences","Low","Female","High","Very High","Outstanding",1,"Research Scientist","Divorced",2886,1,"No",22,"Medium",2,3,3,"Bad",3,2,0,2,"No"
30,"Non-Travel","Research & Development",3,"Bachelor","Life Sciences","High","Male","High","Very High","Excellent",1,"Laboratory Technician","Married",2097,4,"No",15,"High",1,9,3,"Bad",5,3,1,4,"No"
29,"Travel_Rarely","Research & Development",3,"Master","Medical","Medium","Male","Medium","High","Excellent",3,"Research Director","Married",11935,1,"No",18,"High",0,10,2,"Better",10,2,0,7,"No"
29,"Travel_Rarely","Research & Development",25,"Doctor","Technical Degree","High","Female","Medium","Medium","Excellent",1,"Research Scientist","Married",2546,5,"No",16,"Medium",0,6,2,"Best",2,2,1,1,"Yes"
19,"Travel_Rarely","Human Resources",2,"College","Technical Degree","Low","Male","Medium","Very High","Excellent",1,"Human Resources","Single",2564,1,"No",12,"High",0,1,3,"Best",1,0,0,0,"Yes"
30,"Non-Travel","Sales",22,"Master","Other","High","Female","High","Low","Excellent",3,"Sales Executive","Married",8412,0,"No",11,"High",0,10,3,"Better",9,8,7,8,"No"
57,"Travel_Rarely","Sales",29,"Bachelor","Marketing","Low","Male","Medium","Very High","Excellent",4,"Manager","Divorced",14118,3,"No",12,"High",1,32,3,"Good",1,0,0,0,"No"
50,"Travel_Rarely","Research & Development",29,"Master","Life Sciences","Medium","Male","Medium","High","Excellent",4,"Manager","Married",17046,0,"No",15,"Medium",1,28,2,"Better",27,10,15,7,"No"
30,"Non-Travel","Research & Development",2,"Bachelor","Medical","High","Female","High","Very High","Excellent",1,"Laboratory Technician","Single",2564,0,"No",14,"High",0,12,2,"Good",11,7,6,7,"No"
60,"Travel_Frequently","Sales",28,"Bachelor","Marketing","High","Female","Medium","Low","Excellent",3,"Sales Executive","Married",10266,4,"No",19,"Very High",0,22,5,"Best",18,13,13,11,"No"
47,"Travel_Rarely","Research & Development",2,"College","Medical","Low","Female","High","Very High","Excellent",2,"Manufacturing Director","Divorced",5070,5,"No",13,"High",3,20,2,"Better",5,0,0,4,"No"
46,"Travel_Rarely","Research & Development",2,"Bachelor","Life Sciences","Low","Male","High","High","Excellent",4,"Research Director","Married",17861,6,"No",13,"High",0,26,2,"Bad",3,2,0,1,"No"
35,"Travel_Rarely","Research & Development",22,"Bachelor","Life Sciences","Very High","Male","Low","High","Excellent",1,"Laboratory Technician","Single",4230,0,"No",15,"High",0,6,2,"Better",5,4,4,3,"No"
54,"Travel_Rarely","Research & Development",8,"Master","Life Sciences","High","Female","High","High","Excellent",2,"Laboratory Technician","Single",3780,7,"No",11,"High",0,19,3,"Better",1,0,0,0,"No"
34,"Travel_Rarely","Research & Development",2,"Master","Life Sciences","Very High","Male","Medium","High","Excellent",1,"Research Scientist","Divorced",2768,3,"No",12,"High",1,14,3,"Better",7,3,5,7,"No"
46,"Travel_Rarely","Sales",10,"Bachelor","Marketing","High","Female","Medium","Very High","Excellent",3,"Sales Executive","Married",9071,2,"Yes",19,"High",1,15,3,"Better",3,2,1,2,"No"
31,"Travel_Rarely","Research & Development",9,"Below College","Life Sciences","High","Male","High","Medium","Outstanding",3,"Manufacturing Director","Divorced",10648,1,"No",25,"Very High",1,13,6,"Best",13,8,0,8,"No"
33,"Travel_Rarely","Research & Development",15,"Below College","Medical","Medium","Male","High","High","Excellent",3,"Manager","Married",13610,7,"Yes",12,"Very High",0,15,2,"Best",7,6,7,7,"Yes"
33,"Travel_Rarely","Research & Development",10,"Below College","Medical","Low","Male","Low","Very High","Excellent",1,"Laboratory Technician","Divorced",3408,7,"No",13,"Low",3,8,2,"Better",4,3,1,3,"Yes"
30,"Travel_Rarely","Sales",7,"Below College","Marketing","Very High","Male","High","Medium","Excellent",1,"Sales Representative","Single",2983,0,"No",14,"Low",0,4,3,"Better",3,2,1,2,"No"
35,"Travel_Rarely","Research & Development",16,"Bachelor","Life Sciences","Very High","Male","High","High","Excellent",3,"Healthcare Representative","Married",7632,4,"Yes",12,"High",0,10,2,"Better",8,7,0,0,"No"
31,"Travel_Frequently","Research & Development",20,"Bachelor","Life Sciences","Low","Male","High","High","Excellent",3,"Healthcare Representative","Married",9824,3,"No",12,"Low",0,12,2,"Better",1,0,0,0,"Yes"
34,"Travel_Frequently","Human Resources",23,"Bachelor","Human Resources","Medium","Female","High","Low","Excellent",3,"Human Resources","Divorced",9950,9,"Yes",15,"High",3,11,2,"Better",3,2,0,2,"Yes"
42,"Travel_Frequently","Research & Development",5,"College","Other","Medium","Male","High","High","Excellent",1,"Laboratory Technician","Married",2093,4,"No",17,"Very High",1,8,4,"Better",2,2,2,0,"No"
36,"Non-Travel","Sales",10,"Master","Medical","Medium","Male","High","Very High","Excellent",3,"Sales Executive","Single",9980,1,"No",14,"Very High",0,10,3,"Good",10,3,9,7,"No"
22,"Travel_Frequently","Research & Development",4,"Below College","Technical Degree","High","Male","Medium","High","Excellent",1,"Laboratory Technician","Single",3894,5,"No",16,"High",0,4,3,"Better",2,2,1,2,"Yes"
48,"Travel_Rarely","Sales",2,"Doctor","Marketing","Medium","Female","High","Very High","Excellent",2,"Sales Executive","Married",4051,2,"No",14,"Low",1,14,2,"Better",9,7,6,7,"No"
55,"Travel_Rarely","Sales",18,"Doctor","Life Sciences","Low","Female","High","Medium","Outstanding",4,"Manager","Single",16835,3,"No",23,"Very High",0,37,2,"Better",10,9,7,7,"No"
41,"Non-Travel","Sales",10,"College","Life Sciences","Very High","Male","High","Very High","Excellent",2,"Sales Executive","Single",6230,7,"No",14,"Very High",0,16,3,"Better",14,3,1,10,"No"
35,"Travel_Rarely","Sales",1,"Bachelor","Marketing","Medium","Male","High","High","Excellent",2,"Sales Executive","Married",4717,9,"No",11,"High",0,15,2,"Better",11,9,6,9,"No"
40,"Travel_Rarely","Research & Development",6,"Bachelor","Life Sciences","Medium","Female","High","High","Excellent",4,"Manufacturing Director","Single",13237,7,"No",15,"High",0,22,3,"Better",20,6,5,13,"No"
39,"Travel_Frequently","Research & Development",8,"Below College","Life Sciences","High","Female","High","High","Excellent",1,"Laboratory Technician","Married",3755,1,"No",11,"Low",1,8,3,"Better",8,3,0,7,"No"
31,"Travel_Rarely","Sales",2,"Below College","Life Sciences","Medium","Male","High","Very High","Excellent",2,"Sales Executive","Single",6582,4,"Yes",13,"High",0,10,2,"Best",6,5,0,5,"No"
42,"Travel_Rarely","Research & Development",24,"Bachelor","Medical","Very High","Male","High","Low","Outstanding",3,"Manufacturing Director","Married",7406,1,"Yes",21,"Very High",1,10,5,"Good",10,9,5,8,"No"
45,"Travel_Rarely","Sales",2,"Bachelor","Other","Very High","Male","High","Medium","Excellent",2,"Sales Executive","Married",4805,0,"No",19,"Medium",1,9,3,"Best",8,7,3,7,"No"
26,"Travel_Frequently","Human Resources",17,"Master","Life Sciences","Medium","Female","High","High","Excellent",1,"Human Resources","Divorced",2741,0,"Yes",11,"Medium",1,8,2,"Good",7,7,1,0,"Yes"
29,"Travel_Rarely","Research & Development",19,"Bachelor","Technical Degree","Very High","Male","High","Very High","Excellent",2,"Manufacturing Director","Divorced",4262,4,"No",12,"Medium",2,8,2,"Best",3,2,1,2,"No"
33,"Travel_Rarely","Research & Development",1,"Doctor","Medical","Low","Female","Very High","High","Excellent",4,"Research Director","Divorced",16184,4,"No",19,"High",1,10,2,"Better",6,1,0,5,"No"
31,"Travel_Rarely","Sales",7,"Bachelor","Life Sciences","High","Male","Medium","Very High","Outstanding",3,"Manager","Divorced",11557,9,"No",21,"High",1,10,3,"Good",5,4,0,1,"No"
18,"Travel_Frequently","Sales",5,"Bachelor","Marketing","Medium","Male","High","Medium","Excellent",1,"Sales Representative","Single",1878,1,"Yes",14,"Very High",0,0,3,"Better",0,0,0,0,"Yes"
40,"Non-Travel","Sales",28,"Bachelor","Other","High","Male","Low","Low","Excellent",3,"Sales Executive","Divorced",10932,3,"No",15,"High",1,20,2,"Better",1,0,0,1,"No"
41,"Non-Travel","Research & Development",2,"Master","Other","Low","Female","Medium","High","Excellent",2,"Healthcare Representative","Single",6811,2,"Yes",17,"Low",0,10,3,"Better",8,7,0,7,"No"
26,"Travel_Rarely","Sales",29,"College","Medical","Low","Male","High","High","Excellent",2,"Sales Executive","Divorced",4306,5,"No",12,"Low",2,8,5,"Better",0,0,0,0,"No"
35,"Travel_Rarely","Sales",1,"Bachelor","Medical","Low","Female","High","High","Excellent",2,"Sales Executive","Single",4859,1,"No",16,"Very High",0,5,3,"Better",5,4,0,3,"No"
34,"Travel_Rarely","Sales",21,"Master","Life Sciences","Very High","Male","Very High","Very High","Excellent",2,"Sales Executive","Single",5337,1,"No",12,"Very High",0,10,3,"Better",10,7,5,7,"No"
26,"Travel_Rarely","Research & Development",24,"Bachelor","Technical Degree","High","Male","Low","Very High","Excellent",1,"Laboratory Technician","Single",2340,1,"Yes",18,"Medium",0,1,3,"Bad",1,0,0,0,"Yes"
37,"Travel_Rarely","Research & Development",1,"Bachelor","Technical Degree","Medium","Female","High","Very High","Excellent",3,"Manufacturing Director","Single",7491,4,"No",17,"Very High",0,12,3,"Best",6,5,1,2,"No"
46,"Travel_Frequently","Research & Development",18,"Below College","Medical","Low","Female","High","High","Excellent",3,"Healthcare Representative","Married",10527,5,"No",11,"Very High",0,28,3,"Good",2,2,1,2,"No"
41,"Travel_Rarely","Sales",2,"Doctor","Life Sciences","Medium","Female","High","Low","Excellent",4,"Manager","Married",16595,7,"No",16,"Medium",1,22,2,"Better",18,16,11,8,"No"
37,"Non-Travel","Sales",9,"Master","Medical","Low","Male","High","Medium","Excellent",3,"Sales Executive","Divorced",8834,1,"No",13,"Very High",1,9,6,"Better",9,5,7,7,"No"
52,"Travel_Rarely","Research & Development",6,"College","Technical Degree","Very High","Male","High","Low","Excellent",2,"Research Scientist","Divorced",5577,3,"Yes",12,"Medium",2,18,3,"Better",10,9,6,9,"No"
32,"Non-Travel","Sales",11,"Master","Other","Very High","Male","Very High","High","Excellent",2,"Sales Executive","Married",4707,8,"No",12,"Very High",0,6,2,"Better",4,2,1,2,"Yes"
24,"Travel_Frequently","Sales",24,"Bachelor","Medical","Very High","Male","High","Very High","Excellent",1,"Sales Representative","Married",2400,0,"No",13,"High",2,3,3,"Better",2,2,2,1,"No"
38,"Travel_Rarely","Research & Development",10,"Bachelor","Medical","High","Female","High","High","Excellent",2,"Healthcare Representative","Married",9824,3,"No",19,"High",1,18,4,"Better",1,0,0,0,"No"
37,"Travel_Rarely","Research & Development",1,"Master","Life Sciences","Medium","Female","High","Medium","Excellent",2,"Manufacturing Director","Married",6447,6,"No",12,"Medium",1,8,2,"Good",6,5,4,3,"No"
49,"Travel_Rarely","Research & Development",18,"Master","Life Sciences","Very High","Male","Medium","High","Excellent",5,"Research Director","Divorced",19502,1,"Yes",17,"High",1,31,5,"Better",31,9,0,9,"No"
24,"Travel_Rarely","Research & Development",23,"Bachelor","Medical","Medium","Male","Very High","Very High","Excellent",1,"Research Scientist","Married",2725,1,"Yes",11,"Medium",2,6,3,"Better",6,5,1,4,"No"
26,"Travel_Rarely","Sales",28,"College","Marketing","Low","Male","High","Medium","Outstanding",2,"Sales Executive","Married",6272,1,"No",20,"Very High",2,6,5,"Best",5,3,1,4,"No"
24,"Travel_Rarely","Research & Development",17,"College","Other","Very High","Male","Medium","Medium","Outstanding",1,"Laboratory Technician","Married",2127,1,"No",21,"Very High",1,1,2,"Better",1,0,0,0,"No"
50,"Travel_Frequently","Human Resources",3,"Bachelor","Medical","Low","Male","High","Medium","Excellent",5,"Manager","Married",18200,1,"No",11,"High",1,32,2,"Better",32,5,10,7,"No"
25,"Travel_Rarely","Sales",13,"Below College","Medical","Medium","Male","High","High","Excellent",1,"Sales Representative","Married",2096,1,"No",11,"High",0,7,1,"Better",7,4,0,6,"No"
24,"Travel_Frequently","Research & Development",7,"Bachelor","Life Sciences","Low","Female","High","High","Excellent",1,"Laboratory Technician","Married",2886,1,"Yes",16,"Very High",1,6,4,"Better",6,3,1,2,"Yes"
30,"Travel_Frequently","Sales",12,"Master","Life Sciences","Medium","Male","Medium","Low","Excellent",1,"Sales Representative","Married",2033,1,"No",18,"High",1,1,2,"Best",1,0,0,0,"Yes"
34,"Travel_Rarely","Research & Development",1,"College","Life Sciences","Medium","Male","Medium","Very High","Excellent",1,"Research Scientist","Married",3622,1,"Yes",13,"Very High",1,6,3,"Better",6,5,1,3,"No"
31,"Travel_Rarely","Sales",13,"Master","Medical","Medium","Male","High","Low","Excellent",2,"Sales Executive","Divorced",4233,2,"No",17,"High",0,9,2,"Bad",3,1,1,2,"Yes"
35,"Travel_Rarely","Research & Development",25,"College","Other","Low","Male","Medium","Very High","Excellent",2,"Laboratory Technician","Single",3681,4,"No",14,"Very High",0,9,3,"Better",3,2,0,2,"No"
31,"Travel_Rarely","Sales",6,"Master","Medical","Low","Male","Very High","Very High","Outstanding",2,"Sales Executive","Divorced",5460,4,"No",22,"Very High",2,13,4,"Best",7,7,5,7,"No"
27,"Travel_Rarely","Research & Development",6,"Master","Medical","Low","Female","Medium","High","Excellent",1,"Research Scientist","Divorced",2187,0,"No",12,"High",2,6,5,"Good",5,3,0,3,"No"
37,"Travel_Rarely","Sales",2,"Bachelor","Marketing","Very High","Male","High","High","Excellent",2,"Sales Executive","Married",9602,4,"Yes",11,"High",1,17,3,"Good",3,0,1,0,"No"
20,"Travel_Rarely","Research & Development",1,"Bachelor","Life Sciences","Very High","Female","Medium","Medium","Excellent",1,"Research Scientist","Single",2836,1,"No",13,"Very High",0,1,0,"Best",1,0,0,0,"No"
